Time,Amplitude
5.9584E-05,0.3554763794
6.0192E-05,0.3554763794
6.08E-05,0.3554763794
6.1408E-05,0.3554763794
6.2016E-05,0.3554763794
6.2624E-05,0.3554763794
6.3232E-05,0.3554763794
6.384E-05,0.3554763794
6.4448E-05,0.3554763794
6.5056E-05,0.3554763794
6.5664E-05,0.3554763794
6.6272E-05,0.3554763794
6.688E-05,0.3554763794
6.7488E-05,0.3554763794
6.8096E-05,0.3554763794
6.8704E-05,0.3554763794
6.9312E-05,0.3554763794
6.992E-05,0.3554763794
7.0528E-05,0.3554763794
7.1136E-05,0.3554763794
7.1744E-05,0.3554763794
7.2352E-05,0.3554763794
7.296E-05,0.3554763794
7.3568E-05,0.3554763794
7.4176E-05,0.3554763794
7.4784E-05,0.3554763794
7.5392E-05,0.3554763794
7.6E-05,0.3554763794
7.6608E-05,0.3554763794
7.7216E-05,0.3554763794
7.7824E-05,0.3554763794
7.8432E-05,0.3554763794
7.904E-05,0.3554763794
7.9648E-05,0.3554763794
8.0256E-05,0.3554763794
8.0864E-05,0.3554763794
8.1472E-05,0.3554763794
8.208E-05,0.3554763794
8.2688E-05,0.3554763794
8.3296E-05,0.3554763794
8.3904E-05,0.3554763794
8.4512E-05,0.3554763794
8.512E-05,0.3554763794
8.5728E-05,0.3554763794
8.6336E-05,0.3554763794
8.6944E-05,0.3554763794
8.7552E-05,0.3554763794
8.816E-05,0.3554763794
8.8768E-05,0.3554763794
8.9376E-05,0.3554763794
8.9984E-05,0.3554763794
9.0592E-05,0.3554763794
9.12E-05,0.3554763794
9.1808E-05,0.3554763794
9.2416E-05,0.3554763794
9.3024E-05,0.3554763794
9.3632E-05,0.3554763794
9.424E-05,0.3554763794
9.4848E-05,0.3554763794
9.5456E-05,0.3554763794
9.6064E-05,0.3554763794
9.6672E-05,0.3554763794
9.728E-05,0.3554763794
9.7888E-05,0.3554763794
9.8496E-05,0.3554763794
9.9104E-05,0.3554763794
9.9712E-05,0.3554763794
0.00010032,0.3554763794
0.000100928,0.3554763794
0.000101536,0.3554763794
0.000102144,0.3554763794
0.000102752,0.3554763794
0.00010336,0.3554763794
0.000103968,0.3554763794
0.000104576,0.3554763794
0.000105184,0.3554763794
0.000105792,0.3554763794
0.0001064,0.3554763794
0.000107008,0.3554763794
0.000107616,0.3554763794
0.000108224,0.3554763794
0.000108832,0.3554763794
0.00010944,0.3554763794
0.000110048,0.3554763794
0.000110656,0.3554763794
0.000111264,0.3554763794
0.000111872,0.3554763794
0.00011248,0.3554763794
0.000113088,0.3554763794
0.000113696,0.3554763794
0.000114304,0.3554763794
0.000114912,0.3554763794
0.00011552,0.3554763794
0.000116128,0.3554763794
0.000116736,0.3554763794
0.000117344,0.3554763794
0.000117952,0.3554763794
0.00011856,0.3554763794
0.000119168,0.3554763794
0.000119776,0.3554763794
0.000120384,0.3554763794
0.000120992,0.3554763794
0.0001216,0.3554763794
0.000122208,0.3554763794
0.000122816,0.3554763794
0.000123424,0.3554763794
0.000124032,0.3554763794
0.00012464,0.3554763794
0.000125248,0.3554763794
0.000125856,0.3554763794
0.000126464,0.3554763794
0.000127072,0.3554763794
0.00012768,0.3554763794
0.000128288,0.3554763794
0.000128896,0.3554763794
0.000129504,0.3554763794
0.000130112,0.3554763794
0.00013072,0.3554763794
0.000131328,0.3554763794
0.000131936,0.3554763794
0.000132544,0.3554763794
0.000133152,0.3554763794
0.00013376,0.3554763794
0.000134368,0.3554763794
0.000134976,0.3554763794
0.000135584,0.3554763794
0.000136192,0.3554763794
0.0001368,0.3554763794
0.000137408,0.3554763794
0.000138016,0.3554763794
0.000138624,0.3554763794
0.000139232,0.3554763794
0.00013984,0.3554763794
0.000140448,0.3554763794
0.000141056,0.3554763794
0.000141664,0.3554763794
0.000142272,0.3554763794
0.00014288,0.3554763794
0.000143488,0.3554763794
0.000144096,0.3554763794
0.000144704,0.3554763794
0.000145312,0.3554763794
0.00014592,0.3554763794
0.000146528,0.3554763794
0.000147136,0.3554763794
0.000147744,0.3554763794
0.000148352,0.3554763794
0.00014896,0.3554763794
0.000149568,0.3554763794
0.000150176,0.3554763794
0.000150784,0.3554763794
0.000151392,0.3554763794
0.000152,0.3554763794
0.000152608,0.3554763794
0.000153216,0.3554763794
0.000153824,0.3554763794
0.000154432,0.3554763794
0.00015504,0.3554763794
0.000155648,0.3554763794
0.000156256,0.3554763794
0.000156864,0.3554763794
0.000157472,0.3554763794
0.00015808,0.3554763794
0.000158688,0.3554763794
0.000159296,0.3554763794
0.000159904,0.3554763794
0.000160512,0.3554763794
0.00016112,0.3554763794
0.000161728,0.3554763794
0.000162336,0.3554763794
0.000162944,0.3554763794
0.000163552,0.3554763794
0.00016416,0.3554763794
0.000164768,0.3554763794
0.000165376,0.3554763794
0.000165984,0.3554763794
0.000166592,0.3554763794
0.0001672,0.3554763794
0.000167808,0.3554763794
0.000168416,0.3554763794
0.000169024,0.3554763794
0.000169632,0.3554763794
0.00017024,0.3554763794
0.000170848,0.3554763794
0.000171456,0.3554763794
0.000172064,0.3554763794
0.000172672,0.3554763794
0.00017328,0.3554763794
0.000173888,0.3554763794
0.000174496,0.3554763794
0.000175104,0.3554763794
0.000175712,0.3554763794
0.00017632,0.3554763794
0.000176928,0.3554763794
0.000177536,0.3554763794
0.000178144,0.3554763794
0.000178752,0.3554763794
0.00017936,0.3554763794
0.000179968,0.3554763794
0.000180576,0.3554763794
0.000181184,0.3554763794
0.000181792,0.3554763794
0.0001824,0.3554763794
0.000183008,0.3554763794
0.000183616,0.3554763794
0.000184224,0.3554763794
0.000184832,0.3554763794
0.00018544,0.3554763794
0.000186048,0.3554763794
0.000186656,0.3554763794
0.000187264,0.3554763794
0.000187872,0.3554763794
0.00018848,0.3554763794
0.000189088,0.3554763794
0.000189696,0.3554763794
0.000190304,0.3554763794
0.000190912,0.3554763794
0.00019152,0.3554763794
0.000192128,0.3554763794
0.000192736,0.3554763794
0.000193344,0.3554763794
0.000193952,0.3554763794
0.00019456,0.3554763794
0.000195168,0.3554763794
0.000195776,0.3554763794
0.000196384,0.3554763794
0.000196992,0.3554763794
0.0001976,0.3554763794
0.000198208,0.3554763794
0.000198816,0.3554763794
0.000199424,0.3554763794
0.000200032,0.3554763794
0.00020064,0.3554763794
0.000201248,0.3554763794
0.000201856,0.3554763794
0.000202464,0.3554763794
0.000203072,0.3554763794
0.00020368,0.3554763794
0.000204288,0.3554763794
0.000204896,0.3554763794
0.000205504,0.3554763794
0.000206112,0.3554763794
0.00020672,0.3554763794
0.000207328,0.3554763794
0.000207936,0.3554763794
0.000208544,0.3554763794
0.000209152,0.3554763794
0.00020976,0.3554763794
0.000210368,0.3554763794
0.000210976,0.3554763794
0.000211584,0.3554763794
0.000212192,0.3554763794
0.0002128,0.3554763794
0.000213408,0.3554763794
0.000214016,0.3554763794
0.000214624,0.3554763794
0.000215232,0.3554763794
0.00021584,0.3554763794
0.000216448,0.3554763794
0.000217056,0.3554763794
0.000217664,0.3554763794
0.000218272,0.3554763794
0.00021888,0.3554763794
0.000219488,0.3554763794
0.000220096,0.3554763794
0.000220704,0.3554763794
0.000221312,0.3554763794
0.00022192,0.3554763794
0.000222528,0.3554763794
0.000223136,0.3554763794
0.000223744,0.3554763794
0.000224352,0.3554763794
0.00022496,0.3554763794
0.000225568,0.3554763794
0.000226176,0.3554763794
0.000226784,0.3554763794
0.000227392,0.3554763794
0.000228,0.3554763794
0.000228608,0.3554763794
0.000229216,0.3554763794
0.000229824,0.3554763794
0.000230432,0.3554763794
0.00023104,0.3554763794
0.000231648,0.3554763794
0.000232256,0.3554763794
0.000232864,0.3554763794
0.000233472,0.3554763794
0.00023408,0.3554763794
0.000234688,0.3554763794
0.000235296,0.3554763794
0.000235904,0.3554763794
0.000236512,0.3554763794
0.00023712,0.3554763794
0.000237728,0.3554763794
0.000238336,0.3554763794
0.000238944,0.3554763794
0.000239552,0.3554763794
0.00024016,0.3554763794
0.000240768,0.3554763794
0.000241376,0.3554763794
0.000241984,0.3554763794
0.000242592,0.3554763794
0.0002432,0.3554763794
0.000243808,0.3554763794
0.000244416,0.3554763794
0.000245024,0.3554763794
0.000245632,0.3554763794
0.00024624,0.3554763794
0.000246848,0.3554763794
0.000247456,0.3554763794
0.000248064,0.3554763794
0.000248672,0.3554763794
0.00024928,0.3554763794
0.000249888,0.3554763794
0.000250496,0.3554763794
0.000251104,0.3554763794
0.000251712,0.3554763794
0.00025232,0.3554763794
0.000252928,0.3554763794
0.000253536,0.3554763794
0.000254144,0.3554763794
0.000254752,0.3554763794
0.00025536,0.3554763794
0.000255968,0.3554763794
0.000256576,0.3554763794
0.000257184,0.3554763794
0.000257792,0.3554763794
0.0002584,0.3554763794
0.000259008,0.3554763794
0.000259616,0.3554763794
0.000260224,0.3554763794
0.000260832,0.3554763794
0.00026144,0.3554763794
0.000262048,0.3554763794
0.000262656,0.3554763794
0.000263264,0.3554763794
0.000263872,0.3554763794
0.00026448,0.3554763794
0.000265088,0.3554763794
0.000265696,0.3554763794
0.000266304,0.3554763794
0.000266912,0.3554763794
0.00026752,0.3554763794
0.000268128,0.3554763794
0.000268736,0.3554763794
0.000269344,0.3554763794
0.000269952,0.3554763794
0.00027056,0.3554763794
0.000271168,0.3554763794
0.000271776,0.3554763794
0.000272384,0.3554763794
0.000272992,0.3554763794
0.0002736,0.3554763794
0.000274208,0.3554763794
0.000274816,0.3554763794
0.000275424,0.3554763794
0.000276032,0.3554763794
0.00027664,0.3554763794
0.000277248,0.3554763794
0.000277856,0.3554763794
0.000278464,0.3554763794
0.000279072,0.3554763794
0.00027968,0.3554763794
0.000280288,0.3554763794
0.000280896,0.3554763794
0.000281504,0.3554763794
0.000282112,0.3554763794
0.00028272,0.3554763794
0.000283328,0.3554763794
0.000283936,0.3554763794
0.000284544,0.3554763794
0.000285152,0.3554763794
0.00028576,0.3554763794
0.000286368,0.3554763794
0.000286976,0.3554763794
0.000287584,0.3554763794
0.000288192,0.3554763794
0.0002888,0.3554763794
0.000289408,0.3554763794
0.000290016,0.3554763794
0.000290624,0.3554763794
0.000291232,0.3554763794
0.00029184,0.3554763794
0.000292448,0.3554763794
0.000293056,0.3554763794
0.000293664,0.3554763794
0.000294272,0.3554763794
0.00029488,0.3554763794
0.000295488,0.3554763794
0.000296096,0.3554763794
0.000296704,0.3554763794
0.000297312,0.3554763794
0.00029792,0.3554763794
0.000298528,0.3554763794
0.000299136,0.3554763794
0.000299744,0.3554763794
0.000300352,0.3554763794
0.00030096,0.3554763794
0.000301568,0.3554763794
0.000302176,0.3554763794
0.000302784,0.3554763794
0.000303392,0.3554763794
0.000304,0.3554763794
0.000304608,0.3554763794
0.000305216,0.3554763794
0.000305824,0.3554763794
0.000306432,0.3554763794
0.00030704,0.3554763794
0.000307648,0.3554763794
0.000308256,0.3554763794
0.000308864,0.3554763794
0.000309472,0.3554763794
0.00031008,0.3554763794
0.000310688,0.3554763794
0.000311296,0.3554763794
0.000311904,0.3554763794
0.000312512,0.3554763794
0.00031312,0.3554763794
0.000313728,0.3554763794
0.000314336,0.3554763794
0.000314944,0.3554763794
0.000315552,0.3554763794
0.00031616,0.3554763794
0.000316768,0.3554763794
0.000317376,0.3554763794
0.000317984,0.3554763794
0.000318592,0.3554763794
0.0003192,0.3554763794
0.000319808,0.3554763794
0.000320416,0.3554763794
0.000321024,0.3554763794
0.000321632,0.3554763794
0.00032224,0.3554763794
0.000322848,0.3554763794
0.000323456,0.3554763794
0.000324064,0.3554763794
0.000324672,0.3554763794
0.00032528,0.3554763794
0.000325888,0.3554763794
0.000326496,0.3554763794
0.000327104,0.3554763794
0.000327712,0.3554763794
