Time,Amplitude
0,0.0153973181150586
16.7142957237611,0.0240402514184854
33.4285914475222,0.0522765609901365
50.1428871712833,0.170323733339188
66.8571828950444,0.278184245123929
83.5714786188055,0.0885508954922964
100.285774342567,0.0554282852688936
117.000070066328,0.041278431043778
133.714365790089,0.0332516279839787
150.42866151385,0.0280342091211645
167.142957237611,0.0243052467130827
183.857252961372,0.0216277505572032
200.571548685133,0.0193255653435006
217.285844408894,0.0176086643253378
234.000140132655,0.0160936926942987
250.714435856416,0.0149804680925706
267.428731580178,0.0139684386086879
284.143027303939,0.0129790526795139
300.8573230277,0.0122120635308487
317.571618751461,0.0115643379888606
334.285914475222,0.0109094108458504
351.000210198983,0.0103477601426151
367.714505922744,0.00993618632754228
384.428801646505,0.00945263096598496
401.143097370266,0.00905265934723176
417.857393094027,0.00860410468399518
434.571688817788,0.00826750327275431
451.28598454155,0.00796834338318534
468.000280265311,0.0076923282624818
484.714575989072,0.00734486975136902
501.428871712833,0.0071336501660928
518.143167436594,0.00691205606722058
534.857463160355,0.00671061925499977
551.571758884116,0.00647125490941708
568.286054607877,0.00626615762845898
585.000350331638,0.00610597903364668
601.714646055399,0.00592906815269707
618.428941779161,0.00576891271766323
635.143237502922,0.00558610641433094
651.857533226683,0.00546412182835175
668.571828950444,0.00533116361146561
685.286124674205,0.00519673762378443
702.000420397966,0.0050808158926353
718.714716121727,0.00495478588281188
735.429011845488,0.00485990869215223
752.143307569249,0.00476173064635135
768.85760329301,0.00466128546388543
785.571899016771,0.0044697331205046
802.286194740533,0.00441941160899731
819.000490464294,0.00431315086297421
835.714786188055,0.00424966869348779
852.429081911816,0.00416640416658711
869.143377635577,0.00407982079171061
885.857673359338,0.00399778998961822
902.571969083099,0.00389400782476251
919.28626480686,0.00384003530974965
936.000560530621,0.00376694426505114
952.714856254382,0.00367611030058329
969.429151978144,0.00369963446513288
986.143447701905,0.0035970091101686
1002.85774342567,0.00353758228241832
1019.57203914943,0.00346325975461016
1036.28633487319,0.00341289588001666
1053.00063059695,0.00335961378103096
1069.71492632071,0.00332367504830018
1086.42922204447,0.00328913412501403
1103.14351776823,0.00319602856418877
1119.85781349199,0.00316652442849367
1136.57210921575,0.00311991104583701
1153.28640493952,0.00308319948064873
1170.00070066328,0.00303272273656243
1186.71499638704,0.00298992733555861
1203.4292921108,0.00298466426266647
1220.14358783456,0.0029127300155144
1236.85788355832,0.00287429084058967
1253.57217928208,0.00282959255417327
1270.28647500584,0.00277656660244474
1287.0007707296,0.00275830106114882
1303.71506645337,0.00271939284974356
1320.42936217713,0.00272220778787238
1337.14365790089,0.00264271641433952
1353.85795362465,0.00262180334050676
1370.57224934841,0.00260305067367847
1387.28654507217,0.00254817462612062
1404.00084079593,0.00251820911068967
1420.71513651969,0.00249942199730832
1437.42943224345,0.002489569596581
1454.14372796722,0.00244725750373278
1470.85802369098,0.00240826956703043
1487.57231941474,0.00241816235744174
1504.2866151385,0.00230170501709342
1521.00091086226,0.00231202337392282
1537.71520658602,0.00229474762082972
1554.42950230978,0.00227288118628259
1571.14379803354,0.0022501675563636
1587.8580937573,0.00222229043477059
1604.57238948107,0.00219599937365995
1621.28668520483,0.00214307210745161
1638.00098092859,0.00215390747004593
1654.71527665235,0.00212461761478623
1671.42957237611,0.00210979376646992
1688.14386809987,0.00210693661478648
1704.85816382363,0.00207547847942267
1721.57245954739,0.00205080486502394
1738.28675527115,0.00201472645638774
1755.00105099491,0.00201548987987051
1771.71534671868,0.0019866040516571
1788.42964244244,0.00196917023785865
1805.1439381662,0.00197606750231456
1821.85823388996,0.00195026483921729
1838.57252961372,0.00192292091651106
1855.28682533748,0.00188885425201326
1872.00112106124,0.00190283148389042
1888.715416785,0.00187782858613853
1905.42971250876,0.00185544002096532
1922.14400823253,0.001848721174207
1938.85830395629,0.00183380696232682
1955.57259968005,0.00182519820552174
1972.28689540381,0.00180853809507114
1989.00119112757,0.0017752609566646
2005.71548685133,0.00177000814060181
2022.42978257509,0.0017433802284828
2039.14407829885,0.00175926786993176
2055.85837402262,0.00171718287833202
2072.57266974638,0.00171238704286708
2089.28696547014,0.00172389771162638
2106.0012611939,0.00163395629173803
2122.71555691766,0.0016567814798099
2139.42985264142,0.00164731798992703
2156.14414836518,0.00164669028858942
2172.85844408894,0.00162683865337315
2189.5727398127,0.00160473583672847
2206.28703553646,0.00160009271825658
2223.00133126023,0.00154529917630243
2239.71562698399,0.00157260256327497
2256.42992270775,0.00155631050323382
2273.14421843151,0.00155423331940107
2289.85851415527,0.00154258433150213
2306.57280987903,0.00153544482996541
2323.28710560279,0.00151775633083399
2340.00140132655,0.00144435679328738
2356.71569705031,0.00149814120920518
2373.42999277408,0.00149334044541581
2390.14428849784,0.00147154180536256
2406.8585842216,0.00145774650611389
2423.57287994536,0.0014685387114667
2440.28717566912,0.00144427361678548
2457.00147139288,0.00142348135655916
2473.71576711664,0.00143466101136897
2490.4300628404,0.00141555312591483
2507.14435856416,0.00141912029257288
2523.85865428793,0.00136914461751299
2540.57295001169,0.00139351417265501
2557.28724573545,0.00136888131243242
2574.00154145921,0.00135930133901735
2590.71583718297,0.00136871153697182
2607.43013290673,0.00135719793040064
2624.14442863049,0.00133978306913352
2640.85872435425,0.00131317377885552
2657.57302007801,0.00133287946406921
2674.28731580178,0.00131828540422261
2691.00161152554,0.0013190292328574
2707.7159072493,0.00130339518258391
2724.43020297306,0.00129055451490919
2741.14449869682,0.00128110639480629
2757.85879442058,0.0012613608749513
2774.57309014434,0.00127391051681092
2791.2873858681,0.00126654636323891
2808.00168159186,0.00127021662097393
2824.71597731563,0.00122784138718514
2841.43027303939,0.0012427794953061
2858.14456876315,0.00122868276837649
2874.85886448691,0.00120578435407271
2891.57316021067,0.00122459026616353
2908.28745593443,0.00121506837760406
2925.00175165819,0.00121222494526431
2941.71604738195,0.00118306656534265
2958.43034310571,0.00119615262911373
2975.14463882947,0.0011889337384293
2991.85893455324,0.00117370080952733
3008.573230277,0.00117277469788821
3025.28752600076,0.00116676651648123
3042.00182172452,0.00115752463570892
3058.71611744828,0.00113056157785613
3075.43041317204,0.00115698699016158
